 ,X,Y,Slice
413,256,886,77
414,408,941,87
415,273,928,87
416,275,930,97
417,407,937,97
418,291,940,105
419,410,958,105
420,291,960,114
421,396,962,114
422,293,959,124
423,412,959,124
424,467,951,138
425,381,962,138
426,306,962,138
427,298,964,148
428,361,960,148
429,310,962,158
430,362,969,158
431,657,59,527
432,648,69,502
433,658,60,483
434,608,51,483
435,654,59,461
436,662,59,452
437,662,58,435
438,659,52,418
439,661,50,412
440,652,46,399
441,647,36,389
442,641,28,375
443,633,25,357
444,632,19,344
445,163,548,733
446,27,713,733
447,20,695,706
448,136,571,706
449,165,462,689
450,59,591,689
451,23,698,689
452,9,695,674
453,90,654,674
454,39,561,674
455,162,436,674
456,44,673,657
457,40,556,657
458,158,436,657
459,29,560,637
460,161,378,637
461,224,404,637
462,267,312,636
463,261,109,624
464,73,481,624
465,12,567,624
466,65,601,624
467,187,485,624
468,263,298,624
469,8,567,613
470,57,624,613
471,95,444,613
472,269,134,613
473,322,274,620
474,203,443,620
475,90,454,604
476,230,271,604
477,295,319,604
478,283,101,604
479,254,262,591
480,141,414,591
481,305,160,591
482,269,254,580
483,316,196,580
484,201,355,580
485,240,308,574
486,285,236,574
487,316,229,574
488,289,241,563
489,297,222,544
490,318,233,532
491,383,224,532
492,332,234,522
493,352,219,501
494,441,215,495
495,374,242,495
496,490,231,482
497,360,220,482
498,495,231,469
499,586,249,454
500,483,230,454
501,727,190,454
502,686,233,438
503,711,235,421
504,719,243,405
505,737,276,379
506,770,326,363
507,774,331,352
508,785,353,342
509,789,362,335
510,796,418,327
511,228,278,610
512,115,414,610
513,214,288,619
514,282,52,619
515,85,462,619
516,257,265,629
517,268,96,629
518,79,519,629
519,34,534,644
520,177,376,644
 ,X,Y,Slice
1,962,742,124
2,962,756,126
3,969,793,134
4,988,828,134
5,980,826,146
6,972,842,155
7,973,828,161
8,973,842,170
9,966,862,181
10,960,910,214
11,980,944,234
12,974,952,255
13,501,576,255
14,512,573,271
15,389,1000,356
16,406,950,328
17,388,974,345
18,397,1009,390
19,413,988,413
20,413,984,432
21,421,980,454
22,422,984,468
23,589,602,468
24,738,388,468
25,525,81,468
26,1000,282,468
27,580,254,468
28,462,489,449
29,422,986,449
30,430,1005,428
31,416,990,411
32,346,904,416
33,340,901,434
34,993,257,398
35,992,273,419
36,1008,286,435
37,466,478,436
38,321,197,436
39,272,190,383
40,182,129,233
41,201,166,233
42,233,153,233
43,209,158,248
44,213,165,267
45,225,164,287
46,234,172,329
47,242,169,347
48,257,182,377
49,288,189,404
50,305,192,422
51,378,454,443
52,465,478,443
53,320,202,443
54,602,242,459
55,998,290,510
56,252,794,511
57,352,805,511
58,596,973,511
59,396,982,511
60,405,978,499
61,200,909,481
62,394,984,498
63,538,981,506
64,417,989,529
65,524,977,529
66,861,361,530
67,997,310,530
68,668,68,484
69,668,68,496
70,665,82,513
71,665,84,529
72,665,84,541
73,665,129,553
74,674,174,563
75,961,304,563
76,897,512,563
77,986,500,563
78,718,454,563
79,890,366,563
80,601,968,563
81,398,969,563
82,162,916,563
83,40,696,418
84,86,696,419
85,29,701,419
86,24,696,446
87,41,644,446
88,72,685,446
89,6,646,475
90,28,598,475
91,44,705,475
92,553,253,473
93,1005,286,474
94,734,405,474
95,45,590,522
96,40,693,522
97,62,676,522
98,5,625,522
99,665,76,522
100,664,89,538
101,508,957,552
102,421,974,552
103,889,532,525
104,892,517,544
105,976,493,545
106,902,500,569
107,894,486,585
108,840,382,585
109,956,312,585
110,488,597,587
111,720,36,587
112,700,244,587
113,717,472,587
114,390,982,587
115,684,962,587
116,242,966,587
117,150,405,587
118,202,252,606
119,274,86,606
120,256,268,606
121,182,310,606
122,565,477,606
123,273,970,606
124,652,985,606
125,410,849,606
126,713,34,606
127,818,404,606
128,946,301,606
129,726,38,623
130,856,346,623
131,597,538,623
132,645,641,623
133,466,602,623
134,670,985,623
135,214,1008,623
136,384,925,623
137,672,993,637
138,218,1004,637
139,358,897,637
140,584,613,637
141,645,230,637
142,728,70,637
143,274,96,611
144,198,262,611
145,149,330,611
146,282,40,624
147,169,316,624
148,226,190,624
149,260,53,640
150,318,170,640
151,317,117,640
152,45,500,640
153,245,49,647
154,262,125,647
155,289,149,647
156,264,118,660
157,652,238,660
158,646,241,650
159,626,224,665
160,626,204,682
161,625,192,702
162,634,192,719
163,657,197,738
164,602,122,738
165,660,193,754
166,590,82,754
167,570,53,770
168,681,192,770
169,561,36,785
170,684,206,785
171,1016,706,589
172,969,737,589
173,912,754,610
174,917,762,610
175,997,718,610
176,868,780,628
177,930,754,628
178,997,697,628
179,836,798,646
180,930,757,646
181,957,716,646
182,988,720,646
183,1009,744,646
184,794,812,668
185,850,776,668
186,905,770,668
187,948,728,668
188,714,832,668
189,694,853,683
190,833,816,683
191,824,772,683
192,900,748,683
193,914,769,683
194,672,860,700
195,726,844,700
196,792,796,700
197,810,812,700
198,898,754,700
199,661,878,716
200,730,840,716
201,820,777,716
202,834,804,716
203,753,864,716
204,646,880,735
205,710,853,735
206,738,876,735
207,804,801,735
208,658,873,753
209,666,928,753
210,725,861,753
211,592,914,753
212,772,834,753
213,606,962,771
214,684,884,771
215,582,909,771
216,734,857,771
217,561,952,788
218,604,893,788
219,644,906,788
220,672,889,788
221,588,988,788
222,633,944,788
223,554,1000,802
224,605,941,802
225,554,902,802
226,548,962,802
227,544,1017,812
228,548,940,812
229,536,1010,827
230,468,1013,827
231,504,1010,839
232,478,1010,839
233,393,701,771
234,614,636,771
235,534,686,771
236,584,50,771
237,680,189,771
238,81,525,771
239,70,573,771
240,85,693,771
241,14,732,771
242,474,960,770
243,488,989,753
244,465,933,753
245,472,702,753
246,404,693,753
247,433,514,753
248,457,589,753
249,656,190,753
250,596,78,753
251,17,725,753
252,90,656,753
253,117,526,753
254,176,522,753
255,102,565,753
256,12,704,733
257,81,681,733
258,166,552,733
259,450,766,733
260,481,922,733
261,432,601,733
262,377,902,733
263,729,850,733
264,608,112,733
265,644,210,733
266,605,130,719
267,450,762,719
268,400,896,719
269,497,970,719
270,66,676,719
271,25,705,719
272,430,597,719
273,340,858,700
274,493,974,700
275,450,760,700
276,152,512,700
277,426,520,700
278,440,585,722
279,426,550,708
280,413,528,696
281,644,198,696
282,420,533,692
283,448,746,692
284,369,873,692
285,506,861,692
286,457,930,692
287,437,756,711
288,434,924,706
289,720,850,727
290,612,917,743
291,722,861,743
292,700,877,755
293,396,684,781
294,564,669,780
295,393,686,780
296,622,646,780
297,370,704,780
298,349,706,802
299,408,665,802
300,693,228,802
301,388,672,804
302,421,465,804
303,432,826,627
304,604,593,627
305,254,76,627
306,209,182,627
307,680,60,627
308,928,453,636
309,944,748,636
310,906,452,635
311,944,464,657
312,941,474,677
313,964,473,698
314,920,460,699
315,910,456,709
316,998,474,709
317,914,470,726
318,448,766,726
319,437,586,726
320,465,918,726
321,362,889,726
322,28,706,726
323,606,126,726
324,649,206,726
