 ,X,Y,Slice
604,418,76,320
605,422,46,320
606,442,83,340
607,482,138,340
608,411,292,340
609,770,314,340
610,737,351,340
611,769,356,340
612,590,553,340
613,537,606,340
614,658,613,340
615,415,627,340
616,515,686,340
617,484,848,340
618,405,828,340
619,438,781,340
620,487,777,340
621,530,825,340
622,497,948,340
623,627,975,340
624,239,709,340
625,109,517,340
626,103,556,340
627,962,217,340
628,931,511,340
629,744,875,340
630,857,900,340
631,875,837,340
632,878,743,340
633,374,851,350
634,443,787,350
635,458,848,350
636,474,930,350
637,639,985,350
638,597,839,350
639,607,814,350
640,708,831,350
641,831,912,350
642,658,880,350
643,633,895,350
644,931,942,350
645,1006,884,350
646,1002,731,350
647,920,766,350
648,906,706,350
649,791,738,350
650,964,694,350
651,567,610,350
652,415,632,350
653,372,884,360
654,438,955,360
655,457,841,360
656,465,773,360
657,554,819,360
658,772,832,360
659,808,761,360
660,849,721,360
661,741,747,360
662,986,687,360
663,990,739,360
664,981,796,360
665,979,916,360
666,847,937,360
667,835,894,360
668,720,991,360
669,576,987,360
670,524,940,360
671,652,861,360
672,571,906,360
673,723,916,360
674,528,614,360
675,654,608,360
676,400,640,360
677,565,574,360
678,736,366,360
679,712,354,360
680,750,323,360
681,435,313,360
682,947,228,360
683,265,86,360
684,226,109,360
685,75,554,360
686,463,137,360
687,551,470,360
688,266,1001,370
689,284,920,370
690,454,847,370
691,436,948,370
692,588,975,370
693,793,940,370
694,942,770,370
695,694,757,370
696,634,770,370
697,557,791,370
698,487,778,370
699,425,816,370
700,319,867,370
701,448,884,370
702,497,982,370
703,509,926,370
704,616,842,370
705,707,855,370
706,687,827,370
707,732,815,370
708,775,772,370
709,816,733,370
710,889,876,370
711,526,585,370
712,404,645,370
713,511,691,370
714,409,749,370
715,393,739,370
716,389,725,370
717,387,701,370
718,197,994,380
719,267,964,380
720,223,898,380
721,476,933,380
722,386,938,380
723,432,872,380
724,422,825,380
725,491,790,380
726,565,775,380
727,752,790,380
728,917,791,380
729,799,876,380
730,654,966,380
731,595,826,380
732,768,750,380
733,719,749,380
734,970,778,380
735,896,699,380
736,402,655,380
737,504,710,380
738,533,554,380
739,521,526,380
740,774,485,380
741,741,372,380
742,707,366,380
743,668,318,380
744,687,215,380
745,462,325,380
746,464,154,380
747,234,118,380
748,237,76,380
749,111,199,380
750,48,572,380
751,661,630,380
752,618,633,380
753,547,630,380
754,121,997,400
755,126,895,400
756,237,851,400
757,333,833,400
758,518,800,400
759,673,775,400
760,675,816,400
761,834,759,400
762,894,787,400
763,934,724,400
764,776,887,400
765,701,938,400
766,500,967,400
767,458,901,400
768,404,961,400
769,345,925,400
770,243,1002,400
771,238,950,400
772,391,667,400
773,368,729,400
774,493,717,400
775,514,558,400
776,480,326,400
777,239,129,400
778,244,93,400
779,457,173,400
780,738,362,400
781,664,348,400
782,853,359,400
783,806,354,400
784,754,474,400
785,193,356,400
786,143,353,400
787,81,991,410
788,285,938,410
789,209,831,410
790,164,877,410
791,47,907,410
792,375,833,410
793,559,868,410
794,629,791,410
795,791,847,410
796,684,935,410
797,449,936,410
798,886,786,410
799,861,747,410
800,928,776,410
801,936,718,410
802,879,692,410
803,787,504,410
804,736,469,410
805,719,367,410
806,480,206,410
807,457,176,410
808,495,324,410
809,557,117,410
810,255,144,410
811,250,101,410
812,168,367,410
813,394,668,410
814,371,728,410
815,485,743,410
816,518,569,410
817,872,366,410
818,-5.000E-1,966,431
819,138,988,431
820,145,895,431
821,247,905,431
822,207,816,431
823,738,967,431
824,687,919,431
825,928,734,431
826,881,744,431
827,875,710,431
828,900,663,431
829,932,672,431
830,937,695,431
831,629,375,431
832,633,405,431
833,659,437,431
834,697,373,431
835,754,294,431
836,744,274,431
837,609,354,431
838,508,332,431
839,507,244,431
840,536,259,431
841,245,151,431
842,253,116,431
843,164,372,431
844,175,337,431
845,47,512,431
846,727,92,431
847,179,887,457
848,190,860,457
849,239,865,457
850,163,752,457
851,181,683,457
852,201,715,457
853,54,486,457
854,139,397,457
855,199,469,457
856,252,173,457
857,252,142,457
858,553,351,457
859,657,383,457
860,626,469,457
861,641,343,457
862,751,284,457
863,546,318,457
864,920,664,457
865,886,728,457
866,884,604,457
867,911,575,457
868,865,555,457
869,228,830,473
870,169,830,473
871,158,739,473
872,191,714,473
873,169,701,473
874,170,613,473
875,92,454,473
876,173,449,473
877,214,144,473
878,263,203,473
879,256,144,473
880,573,372,473
881,581,483,473
882,653,464,473
883,645,400,473
884,624,337,473
885,573,330,473
886,774,237,473
887,806,204,473
888,801,178,473
889,125,756,493
890,171,717,493
891,131,681,493
892,137,631,493
893,150,573,493
894,179,536,493
895,202,433,493
896,266,228,493
897,254,157,493
898,420,77,493
899,398,57,493
900,559,355,493
901,605,349,493
902,580,548,493
903,567,432,493
904,578,391,493
905,630,425,493
906,634,482,493
907,800,189,493
908,847,146,493
909,861,558,493
910,896,531,493
911,660,966,508
912,407,968,508
913,193,978,508
914,109,909,508
915,264,886,508
916,254,818,508
917,135,564,508
918,189,428,508
919,197,359,508
920,257,256,508
921,265,177,508
922,422,86,508
923,386,91,508
924,388,130,508
925,443,122,508
926,564,563,508
927,569,436,508
928,624,439,508
929,113,806,527
930,44,891,527
931,213,975,527
932,262,814,527
933,534,676,527
934,153,870,527
935,708,972,527
936,547,964,527
937,333,978,527
938,767,616,527
939,304,708,527
940,856,531,527
941,969,543,527
942,553,583,527
943,612,456,527
944,531,499,527
945,171,600,527
946,127,560,527
947,191,402,527
948,183,305,527
949,259,285,527
950,258,188,527
951,390,122,527
952,31,258,527
953,324,310,527
954,67,842,545
955,65,921,545
956,196,931,545
957,219,816,545
958,202,684,545
959,426,686,545
960,749,633,545
961,659,944,545
962,135,657,545
963,225,316,545
964,108,359,545
965,66,300,545
966,63,246,545
967,252,223,545
968,362,135,545
969,398,136,545
970,356,186,545
971,535,51,545
972,810,388,545
973,873,523,545
974,543,319,545
975,503,318,545
976,529,592,545
977,583,468,545
978,539,491,545
979,612,536,545
980,516,715,572
981,254,733,572
982,109,773,572
983,32,937,572
984,113,984,572
985,255,857,572
986,896,532,572
987,824,510,572
988,811,395,572
989,850,420,572
990,506,606,572
991,583,525,572
992,537,518,572
993,601,545,572
994,122,672,572
995,128,874,572
996,18,799,572
997,239,306,572
998,57,316,572
999,278,241,572
1000,405,149,572
1001,398,113,572
1002,476,311,572
1003,18,752,583
1004,75,879,583
1005,296,732,583
1006,485,614,583
1007,529,532,583
1008,576,547,583
1009,589,599,583
1010,901,519,583
1011,809,509,583
1012,887,483,583
1013,946,781,583
1014,770,797,583
1015,175,792,583
1016,378,455,583
1017,459,311,583
1018,278,231,583
1019,58,304,583
1020,434,110,583
1021,430,141,583
1022,813,391,583
1023,348,505,602
1024,474,590,602
1025,524,627,602
1026,551,570,602
1027,412,314,602
1028,442,292,602
1029,339,367,602
1030,275,218,602
1031,54,291,602
1032,904,528,602
1033,867,760,602
1034,797,780,602
1035,679,827,602
1036,606,851,602
1037,194,852,618
1038,118,858,618
1039,342,851,618
1040,464,875,618
1041,536,860,618
1042,710,802,618
1043,694,824,618
1044,847,763,618
1045,515,668,618
1046,558,595,618
1047,352,502,618
1048,223,523,618
1049,90,643,618
1050,267,205,618
1051,719,445,618
1052,905,495,618
1053,412,875,632
1054,266,846,632
1055,163,851,632
1056,61,859,632
1057,101,864,632
1058,306,961,632
1059,248,915,632
1060,482,997,632
1061,274,509,632
1062,239,512,632
1063,78,636,632
1064,511,696,632
1065,456,658,632
1066,556,614,632
1067,921,504,632
1068,270,982,656
1069,212,932,656
1070,420,947,656
1071,344,911,656
1072,271,878,656
1073,884,708,656
1074,938,710,656
1075,937,660,656
1076,867,669,656
1077,1000,827,656
1078,958,774,656
1079,945,804,656
1080,936,473,656
1081,927,503,656
1082,791,222,656
1083,211,510,656
1084,326,519,656
1085,286,504,656
1086,238,561,656
1087,399,258,656
1088,497,720,656
1089,486,664,656
1090,409,669,656
1091,513,617,656
1092,192,892,684
1093,387,934,684
1094,309,970,684
1095,264,479,684
1096,235,531,684
1097,211,551,684
1098,377,701,684
1099,416,729,684
1100,473,678,684
1101,493,735,684
1102,646,740,684
1103,791,708,684
1104,781,761,684
1105,966,881,684
1106,894,849,684
1107,816,869,684
1108,766,814,684
1109,683,835,684
1110,660,828,684
1111,771,189,684
1112,753,231,684
1113,809,214,684
1114,316,469,705
1115,347,430,705
1116,437,362,705
1117,112,731,705
1118,253,724,705
1119,375,743,705
1120,412,677,705
1121,489,715,705
1122,540,720,705
1123,579,793,705
1124,637,739,705
1125,717,824,705
1126,725,904,705
1127,925,889,705
1128,675,619,705
1129,907,368,705
1130,825,245,705
1131,790,174,705
1132,233,528,705
1133,920,479,705
1134,1010,596,705
1135,992,571,705
1136,818,818,705
1137,870,804,705
1138,840,786,705
1139,135,778,716
1140,113,711,716
1141,307,693,716
1142,427,764,716
1143,345,755,716
1144,274,758,716
1145,9,718,716
1146,445,683,716
1147,505,714,716
1148,529,770,716
1149,597,751,716
1150,607,714,716
1151,590,838,716
1152,653,854,716
1153,703,904,716
1154,793,928,716
1155,849,906,716
1156,842,813,716
1157,875,792,716
1158,880,819,716
1159,752,639,716
1160,704,624,716
1161,563,471,716
1162,409,357,716
1163,371,386,716
1164,344,466,716
1165,239,513,716
1166,298,367,716
1167,831,264,716
1168,782,150,716
1169,907,353,716
1170,931,515,716
1171,1008,564,716
1172,392,746,732
1173,561,833,732
1174,295,788,732
1175,214,816,732
1176,202,929,732
1177,71,932,732
1178,48,850,732
1179,139,889,732
1180,59,703,732
1181,119,707,732
1182,193,713,732
1183,291,710,732
1184,434,670,732
1185,654,939,732
1186,696,845,732
1187,726,630,732
1188,540,565,732
1189,351,468,732
1190,346,382,732
1191,871,320,732
1192,817,324,732
1193,167,524,732
1194,568,449,732
1195,425,331,751
1196,326,410,751
1197,354,471,751
1198,816,328,751
1199,876,296,751
1200,775,624,751
1201,721,563,751
1202,870,719,751
1203,438,693,751
1204,372,691,751
1205,433,640,751
1206,558,913,751
1207,467,837,751
1208,323,812,751
1209,251,750,751
1210,236,840,751
1211,269,930,751
1212,99,930,751
1213,86,876,751
1214,172,877,751
1215,122,723,751
1216,62,711,751
1217,628,890,751
1218,135,555,751
1219,72,556,751
1220,118,607,751
1221,939,527,751
1222,103,774,769
1223,287,849,769
1224,172,931,769
1225,89,553,769
1226,138,538,769
1227,377,490,769
1228,317,446,769
1229,436,654,769
1230,397,693,769
1231,323,600,769
1232,814,609,769
1233,698,565,769
1234,654,470,769
1235,802,326,769
1236,847,302,769
1237,924,254,769
1238,419,322,769
1239,93,573,784
1240,389,488,784
1241,326,459,784
1242,515,292,784
1243,511,477,784
1244,799,630,784
1245,787,344,784
1246,796,305,784
1247,989,204,784
1248,462,904,784
1249,250,874,784
1250,125,947,784
1251,30,875,784
1252,37,793,784
1253,105,815,784
1254,81,937,784
1255,984,536,784
1256,893,548,784
1257,81,926,795
1258,118,964,795
1259,142,854,795
1260,187,893,795
1261,267,878,795
1262,340,878,795
1263,417,893,795
1264,462,933,795
1265,758,627,795
1266,799,601,795
1267,879,672,795
1268,867,561,795
1269,967,543,795
1270,1008,554,795
1271,933,503,795
1272,395,496,795
1273,345,464,795
1274,81,566,795
1275,136,532,795
1276,85,568,805
1277,134,536,805
1278,405,488,805
1279,355,487,805
1280,346,462,805
1281,459,458,805
1282,472,457,831
1283,393,474,831
1284,469,473,831
1285,405,526,831
1286,113,596,831
1287,127,549,831
1288,73,956,831
1289,201,962,831
1290,236,965,831
1291,222,852,831
1292,343,871,831
1293,316,617,831
1294,747,626,831
1295,886,667,831
1296,541,890,785
1297,511,875,785
1298,482,887,802
1299,416,874,820
1300,445,895,820
1301,349,869,820
1302,234,855,830
1303,313,866,830
1304,420,876,830
1305,83,856,848
1306,247,869,848
1307,337,886,848
1308,111,612,848
1309,142,651,867
1310,109,607,867
1311,134,592,867
1312,50,848,867
1313,212,867,867
1314,418,565,867
1315,439,532,867
1316,740,635,867
1317,748,560,867
1318,107,604,884
1319,149,601,884
1320,436,568,884
1321,727,647,884
