 ,X,Y,Slice
88,954,236,394
89,606,140,405
90,917,180,405
91,956,249,405
92,909,157,415
93,957,225,415
94,906,141,424
95,950,232,424
96,1004,241,424
97,901,144,434
98,992,246,434
99,998,225,445
100,910,130,445
101,892,114,455
102,896,112,465
103,894,110,475
104,885,94,485
105,884,94,495
106,884,94,504
107,885,85,513
108,885,85,522
109,284,26,50
110,322,70,50
111,285,30,59
112,326,78,59
113,294,42,69
114,342,96,69
115,321,10,88
116,334,13,98
117,338,21,107
118,344,17,116
119,361,16,125
120,362,29,135
121,345,12,129
122,373,37,129
123,376,44,139
124,341,9,139
125,396,44,149
126,360,13,149
127,402,54,159
128,381,18,159
129,417,69,169
130,388,41,169
131,374,145,167
132,310,182,167
133,414,58,177
134,438,57,187
135,410,117,188
136,425,45,197
137,442,78,197
138,396,122,197
139,434,60,214
140,460,86,214
141,416,116,214
142,441,20,222
143,505,85,222
144,466,106,222
145,433,48,232
146,504,98,232
147,448,36,241
148,496,78,241
149,510,101,241
150,433,38,251
151,481,78,251
152,562,122,251
153,472,77,261
154,480,128,261
155,672,153,261
156,569,130,261
157,546,108,279
158,669,160,279
159,604,214,283
160,817,190,100
161,804,250,100
162,868,221,100
163,750,324,100
164,762,308,100
165,754,316,119
166,773,296,119
167,805,222,119
168,882,233,119
169,788,254,119
170,808,196,119
171,806,222,139
172,761,302,139
173,774,285,139
174,384,100,139
175,509,157,139
176,874,252,139
177,901,264,139
178,565,181,158
179,798,212,158
180,790,290,158
181,760,281,158
182,884,262,158
183,889,276,168
184,806,293,168
185,761,278,168
186,801,220,168
187,470,144,168
188,513,118,168
189,601,197,168
190,473,144,172
191,520,122,172
192,622,206,172
193,757,269,172
194,820,281,172
195,896,276,172
196,929,266,172
197,825,209,172
198,938,272,181
199,894,276,181
200,714,249,181
201,502,158,181
202,373,136,181
203,430,45,181
204,522,157,189
205,642,226,189
206,621,196,189
207,780,262,189
208,702,245,189
209,818,282,189
210,889,269,189
211,908,284,189
212,946,266,189
213,541,165,199
214,585,193,199
215,720,266,199
216,785,282,199
217,836,301,199
218,712,229,199
219,888,265,199
220,964,273,199
221,568,176,211
222,778,278,211
223,885,260,211
224,1005,282,211
225,608,201,233
226,777,264,233
227,840,282,233
228,964,296,233
229,886,264,233
230,662,228,243
231,741,254,243
232,896,269,243
233,653,222,253
234,940,269,253
235,624,214,262
236,973,269,262
237,616,209,272
238,601,200,282
239,598,197,292
240,598,201,301
241,592,192,311
242,589,190,321
243,584,185,331
244,578,180,341
245,568,174,351
246,568,168,361
247,557,158,371
248,552,154,381
249,540,148,399
250,528,140,416
251,525,128,433
252,526,117,450
253,517,113,467
254,518,101,486
255,516,106,489
256,480,130,506
257,516,82,506
258,464,137,516
259,525,76,516
260,457,145,526
261,382,162,526
262,524,74,526
263,525,64,537
264,444,149,537
265,526,57,547
266,432,154,547
267,657,764,458
268,968,534,458
269,952,538,476
270,925,570,476
271,625,848,476
272,672,753,486
273,562,897,486
274,952,545,486
275,902,588,486
276,442,593,486
277,965,472,486
278,985,405,486
279,558,66,497
280,884,97,497
281,905,582,497
282,846,616,497
283,966,545,497
284,660,796,497
285,536,921,497
286,642,854,497
287,676,797,141
288,661,777,150
289,834,664,108
290,817,600,108
291,833,652,118
292,837,602,118
293,820,564,118
294,828,597,135
295,830,557,135
296,836,574,154
297,856,549,154
298,838,564,171
299,826,536,171
300,845,542,190
301,856,525,190
302,852,536,208
303,852,509,208
304,857,521,224
305,842,498,224
306,861,500,243
307,842,476,243
308,862,488,261
309,880,569,261
310,866,477,278
311,846,453,278
312,870,478,297
313,814,421,297
314,856,460,297
315,881,454,316
316,849,429,316
317,877,438,334
318,880,429,351
319,880,425,370
320,885,417,389
321,888,408,406
322,890,404,422
323,893,390,438
324,894,385,455
325,896,374,472
326,890,370,490
327,880,362,506
328,866,336,521
329,852,326,538
330,846,316,554
331,830,322,570
332,826,320,587
333,817,314,604
334,748,356,604
335,610,513,604
336,597,538,590
337,638,517,590
338,650,464,590
339,714,409,590
340,758,392,590
341,784,365,590
342,626,501,605
343,808,321,605
344,818,309,623
345,717,342,623
346,621,478,623
347,597,357,623
348,897,392,623
349,777,516,623
350,860,402,642
351,765,550,642
352,588,481,642
353,696,341,642
354,758,277,642
355,850,285,642
356,800,436,653
357,777,492,653
358,749,302,653
359,856,273,653
360,616,598,653
361,529,602,662
362,629,609,662
363,792,420,662
364,757,514,662
365,754,453,662
366,865,269,662
367,890,228,677
368,754,429,677
369,764,504,677
370,488,620,687
371,744,505,687
372,733,404,687
373,736,534,697
374,737,398,697
375,470,634,697
376,456,645,708
377,440,650,718
378,444,650,728
379,420,674,738
380,718,685,738
381,410,684,754
382,326,753,754
383,398,697,761
384,746,677,747
385,734,562,747
386,725,677,737
387,721,542,737
388,766,440,737
389,694,352,737
390,748,673,721
391,732,548,721
392,830,460,721
393,684,414,721
394,628,865,722
395,653,774,722
396,646,750,713
397,653,720,704
398,650,689,695
399,646,664,687
400,641,622,677
401,517,602,677
402,918,437,677
403,877,269,713
404,849,290,735
405,872,290,726
406,866,278,717
407,694,389,717
408,844,481,717
409,740,518,717
410,817,441,717
411,842,488,707
412,726,413,707
413,878,282,707
414,902,388,691
415,721,416,691
416,912,358,701
417,888,266,701
418,736,400,696
419,918,404,687
420,860,492,687
421,514,605,671
422,637,626,671
423,826,468,671
424,624,614,663
425,792,478,663
426,938,514,663
427,972,610,663
428,780,497,654
429,826,444,654
430,870,256,669
431,868,260,661
432,785,264,661
433,660,389,653
434,550,489,653
435,568,497,644
436,694,352,644
437,856,282,644
438,742,282,644
439,852,422,644
440,750,513,644
441,773,524,634
442,828,381,634
443,700,337,634
444,737,262,634
445,825,308,634
446,621,496,624
447,692,344,624
448,821,312,624
449,600,358,624
450,592,337,634
451,668,374,609
452,805,334,609
453,820,486,609
454,924,382,609
455,942,348,600
456,824,432,600
457,765,532,600
458,917,381,616
459,777,490,616
460,454,978,614
461,286,950,614
462,450,965,604
463,278,937,604
464,490,813,604
465,301,936,594
466,453,945,594
467,498,829,594
468,969,357,594
469,798,468,594
470,977,354,585
471,853,452,585
472,784,516,585
473,668,678,585
474,309,930,585
475,505,834,585
476,625,692,575
477,952,406,575
478,754,554,575
479,314,917,575
480,500,845,575
481,994,510,575
482,941,534,575
483,305,940,565
484,508,853,565
485,804,512,565
486,982,360,565
487,285,932,549
488,294,978,561
489,450,966,561
490,361,982,552
491,466,962,552
492,493,952,544
493,301,928,544
494,706,806,544
495,866,445,544
496,977,389,544
497,552,822,535
498,1001,402,535
499,901,466,535
500,698,825,535
501,546,913,535
502,589,876,535
503,477,945,535
504,425,980,535
505,953,537,535
506,1000,696,690
507,994,742,703
508,982,768,712
509,998,670,685
510,982,653,675
511,972,633,665
512,948,534,665
513,962,594,655
514,954,558,655
515,954,605,645
516,961,606,635
517,808,318,610
518,769,350,610
519,685,373,610
520,613,474,610
521,965,653,600
522,960,700,573
523,973,512,573
524,938,538,573
525,992,520,573
526,974,529,547
527,944,544,547
528,957,717,547
529,948,689,547
530,705,813,547
531,842,480,547
532,980,396,547
533,918,462,515
534,964,384,515
535,717,561,515
536,1012,382,498
537,993,413,482
538,972,548,482
539,964,550,465
540,962,545,456
541,974,525,441
542,233,790,418
543,213,789,409
544,170,794,400
545,162,800,390
546,208,801,381
547,208,806,371
548,197,810,362
549,194,812,352
550,196,821,342
551,189,828,333
552,186,834,323
553,176,854,314
554,194,822,314
555,165,872,305
556,189,824,305
557,160,890,296
558,189,826,296
559,452,421,296
560,780,278,218
561,576,188,218
562,453,414,140
563,462,438,140
564,493,440,140
565,832,592,140
566,816,213,140
567,797,269,64
568,826,142,64
569,796,264,83
570,820,138,83
571,776,276,83
572,773,276,86
573,828,205,86
574,810,257,86
575,796,277,68
576,809,182,68
577,749,326,94
578,764,312,94
579,812,205,113
580,772,304,113
581,753,318,113
582,458,438,96
583,444,406,96
584,448,402,87
585,448,425,87
586,446,401,77
587,446,385,77
588,444,433,77
589,446,416,67
590,434,433,67
591,438,440,57
592,85,384,98
593,92,386,108
594,110,373,118
595,96,382,118
596,149,324,118
597,156,338,126
598,102,377,126
599,132,362,136
600,152,357,146
601,148,364,156
602,166,360,166
603,166,354,176
604,176,357,186
605,181,348,196
606,185,352,207
607,430,497,231
608,460,445,231
609,466,418,231
610,457,416,248
611,446,474,248
612,470,433,259
613,445,412,259
614,466,418,269
615,449,446,269
616,449,438,283
617,450,418,301
618,445,413,320
619,372,378,364
620,272,249,356
621,645,590,301
622,278,645,312
623,226,418,396
624,200,426,413
625,170,445,422
626,140,461,432
627,754,644,423
628,728,688,423
629,990,544,423
630,986,458,404
631,1000,430,387
632,920,569,387
633,1016,562,387
634,488,962,510
635,492,946,510
636,552,925,510
637,588,873,510
638,641,832,510
639,665,836,510
640,712,897,510
641,640,861,510
642,614,864,520
643,458,962,520
644,524,934,520
645,560,913,520
646,604,866,530
647,578,882,530
648,521,929,530
649,484,948,530
650,432,966,530
651,397,972,545
652,488,946,545
653,756,529,527
654,954,412,527
655,550,825,527
656,586,881,495
657,625,854,495
658,665,778,495
659,636,841,505
660,585,888,505
661,625,844,484
662,656,801,484
663,670,766,484
664,642,814,469
665,665,733,469
666,953,546,469
667,936,561,469
668,826,656,469
669,472,176,526
670,484,161,509
671,536,173,461
672,585,97,461
673,578,129,445
674,605,148,427
675,605,141,411
676,637,130,395
677,652,138,380
678,674,150,365
679,680,157,351
680,866,194,367
681,649,152,367
682,684,137,367
683,661,142,377
684,640,156,377
685,618,136,387
686,569,156,439
687,597,144,414
688,594,136,431
689,557,149,456
690,580,114,456
691,514,168,466
692,566,102,466
693,505,176,483
694,558,66,493
695,490,168,503
696,472,174,512
697,469,176,522
698,464,182,532
699,373,545,546
700,389,544,523
701,402,561,508
702,421,585,493
703,441,593,479
704,353,544,520
705,394,538,520
706,356,544,510
707,368,544,500
708,373,542,491
709,393,545,473
710,409,549,459
711,442,562,444
712,468,577,428
713,484,597,412
714,513,620,398
715,557,148,384
716,132,456,437
717,633,870,363
718,637,910,298
719,652,894,298
720,642,901,314
721,646,893,314
722,637,929,329
723,634,901,329
724,634,954,339
725,637,898,339
726,640,1013,350
727,634,884,350
728,636,869,360
729,641,854,360
730,636,854,379
731,624,832,379
732,628,842,396
733,617,809,396
734,621,826,414
735,613,790,414
736,617,817,432
737,604,768,432
738,616,809,432
739,616,793,441
740,622,817,441
741,613,769,451
742,622,850,451
743,601,740,451
744,613,752,461
745,605,728,461
746,602,729,471
747,588,716,471
748,553,693,471
749,544,688,452
750,541,700,452
751,549,701,443
752,533,694,443
753,594,721,475
754,552,692,475
755,588,708,485
756,552,685,485
757,582,697,495
758,541,676,495
759,550,672,505
760,534,658,515
761,669,789,482
762,669,777,473
763,650,818,472
764,656,781,462
765,810,645,462
766,886,590,462
767,928,561,462
768,236,402,385
769,221,413,401
770,181,438,417
771,88,498,417
772,138,458,435
773,348,888,445
774,378,741,445
775,356,766,429
776,410,721,467
777,370,765,467
778,356,758,476
779,376,742,487
780,440,680,498
781,570,682,498
782,558,674,508
783,964,593,640
784,960,624,623
785,953,656,607
786,960,680,589
787,957,748,557
788,961,792,541
789,957,722,541
790,948,692,541
791,656,676,553
792,374,552,541
793,389,553,525
794,410,561,509
795,418,570,499
796,564,56,563
797,569,60,549
798,566,64,533
799,566,64,517
800,564,82,497
801,520,94,503
802,512,162,489
803,545,157,473
804,562,161,458
805,572,182,442
806,606,237,428
807,578,157,428
808,585,164,413
809,537,141,413
810,549,146,392
811,556,156,378
812,566,169,363
813,574,172,348
814,585,194,326
815,597,194,311
816,605,197,288
817,628,214,266
818,649,226,250
819,706,248,235
820,604,194,235
821,621,214,235
822,802,265,235
823,1002,268,219
824,929,282,219
825,838,284,219
826,745,264,219
827,590,194,219
828,809,181,205
829,828,205,205
830,829,210,252
831,830,210,228
832,824,194,203
833,826,209,171
834,710,249,185
835,774,272,185
836,888,273,185
837,518,154,185
838,810,212,154
839,832,197,223
840,838,202,247
841,838,202,247
842,278,300,342
843,273,257,342
844,274,281,350
845,269,233,360
846,269,262,360
847,261,202,370
848,361,373,379
849,368,349,379
850,985,448,396
851,974,381,396
852,960,397,412
853,940,434,430
854,929,460,440
855,968,390,398
856,970,385,381
857,873,602,542
858,972,540,542
859,894,592,510
860,957,545,510
861,958,545,534
862,862,601,534
863,852,620,570
864,976,522,570
865,945,544,570
866,929,525,607
867,1014,502,607
868,909,517,634
